"GEOID","NAME","S0101_C01_002","S0101_C01_003","S0101_C01_004","S0101_C01_021"
"02631","ZCTA5 02631",108,445,478,400
"02632","ZCTA5 02632",568,582,720,182
"02633","ZCTA5 02633",169,29,134,99
"02635","ZCTA5 02635",19,76,144,59
"02637","ZCTA5 02637",0,0,0,0
"02638","ZCTA5 02638",17,71,194,40
"02639","ZCTA5 02639",35,88,149,90
"02641","ZCTA5 02641",0,0,0,0
"02642","ZCTA5 02642",117,182,299,186
"02643","ZCTA5 02643",0,0,0,0
"02644","ZCTA5 02644",242,329,194,141
"02645","ZCTA5 02645",298,472,400,379
"02646","ZCTA5 02646",40,45,10,45
"02647","ZCTA5 02647",0,0,25,24
"02648","ZCTA5 02648",268,219,289,369
"02649","ZCTA5 02649",580,635,496,510
"02650","ZCTA5 02650",0,0,71,26
"02652","ZCTA5 02652",0,0,0,0
"02653","ZCTA5 02653",148,130,240,244
"02655","ZCTA5 02655",127,168,207,74
"02657","ZCTA5 02657",123,70,41,31
"02659","ZCTA5 02659",8,13,48,23
"02660","ZCTA5 02660",217,152,235,58
"02663","ZCTA5 02663",32,15,30,0
"02664","ZCTA5 02664",193,188,212,393
"02666","ZCTA5 02666",0,34,16,0
"02667","ZCTA5 02667",65,303,205,54
"02668","ZCTA5 02668",159,259,132,42
"02670","ZCTA5 02670",0,0,0,0
"02671","ZCTA5 02671",0,0,0,11
"02672","ZCTA5 02672",0,0,0,0
"02673","ZCTA5 02673",630,592,530,14
"02675","ZCTA5 02675",152,221,284,250
"02702","ZCTA5 02702",220,263,297,215
"02703","ZCTA5 02703",3463,2817,2722,1718
"02713","ZCTA5 02713",0,0,0,0
"02715","ZCTA5 02715",119,236,151,214
"02717","ZCTA5 02717",179,224,326,206
"02718","ZCTA5 02718",501,501,289,167
"02719","ZCTA5 02719",474,706,937,394
"02720","ZCTA5 02720",1197,1467,1563,1017
"02721","ZCTA5 02721",1386,1489,1821,921
"02723","ZCTA5 02723",1197,914,1349,657
"02724","ZCTA5 02724",1224,1001,1407,786
"02725","ZCTA5 02725",63,115,120,151
"02726","ZCTA5 02726",728,1025,879,431
"02738","ZCTA5 02738",208,342,242,236
"02739","ZCTA5 02739",159,323,375,225
"02740","ZCTA5 02740",2695,2946,3109,1805
"02743","ZCTA5 02743",473,557,670,329
"02744","ZCTA5 02744",944,869,1118,567
"02745","ZCTA5 02745",1388,1468,1371,1209
"02746","ZCTA5 02746",1537,1142,812,842
"02747","ZCTA5 02747",598,990,1063,611
"02748","ZCTA5 02748",332,568,393,326
"02760","ZCTA5 02760",1212,1485,1951,1293
"02762","ZCTA5 02762",513,413,541,352
"02763","ZCTA5 02763",107,78,156,73
"02764","ZCTA5 02764",135,417,135,305
"02766","ZCTA5 02766",747,933,898,853
"02767","ZCTA5 02767",742,1090,934,470
"02769","ZCTA5 02769",483,650,646,539
"02770","ZCTA5 02770",397,133,471,262
"02771","ZCTA5 02771",512,663,1123,826
"02777","ZCTA5 02777",865,1029,861,573
"02779","ZCTA5 02779",227,385,466,349
"02780","ZCTA5 02780",3007,2528,3840,2241
"02790","ZCTA5 02790",613,799,1141,451
"02791","ZCTA5 02791",9,11,0,7
"02802","ZCTA5 02802",0,20,0,0
"02804","ZCTA5 02804",87,234,135,107
"02806","ZCTA5 02806",805,1302,1566,1040
"02807","ZCTA5 02807",19,38,12,19
"02808","ZCTA5 02808",228,117,171,107
"02809","ZCTA5 02809",608,701,1138,513
"02812","ZCTA5 02812",79,172,104,69
"02813","ZCTA5 02813",228,296,371,189
"02814","ZCTA5 02814",195,494,708,168
"02815","ZCTA5 02815",0,0,0,0
"02816","ZCTA5 02816",1356,1747,1735,1177
"02817","ZCTA5 02817",255,508,163,253
"02818","ZCTA5 02818",1361,1156,1072,1015
"02822","ZCTA5 02822",444,270,294,70
"02823","ZCTA5 02823",0,0,0,0
"02824","ZCTA5 02824",39,84,14,15
"02825","ZCTA5 02825",152,332,331,257
"02826","ZCTA5 02826",0,70,0,0
"02827","ZCTA5 02827",86,131,132,225
"02828","ZCTA5 02828",251,272,201,399
"02829","ZCTA5 02829",0,0,0,33
"02830","ZCTA5 02830",333,272,504,318
"02831","ZCTA5 02831",263,210,216,162
"02832","ZCTA5 02832",189,330,206,190
"02833","ZCTA5 02833",57,40,84,15
"02835","ZCTA5 02835",114,128,160,328
"02836","ZCTA5 02836",0,0,0,0
"02837","ZCTA5 02837",56,119,184,115
"02838","ZCTA5 02838",375,107,268,273
"02839","ZCTA5 02839",51,181,62,35
"02840","ZCTA5 02840",910,1003,1058,685
"02841","ZCTA5 02841",0,0,5,5
"02842","ZCTA5 02842",711,990,1053,451
"02852","ZCTA5 02852",750,1204,1065,932
"02857","ZCTA5 02857",202,382,310,325
"02858","ZCTA5 02858",31,0,17,13
"02859","ZCTA5 02859",335,131,333,362
"02860","ZCTA5 02860",2828,2727,3189,1746
"02861","ZCTA5 02861",1531,1648,1205,1047
"02863","ZCTA5 02863",1731,1481,1809,1032
"02864","ZCTA5 02864",1455,2382,2487,1701
"02865","ZCTA5 02865",966,914,1268,909
"02871","ZCTA5 02871",865,729,1171,667
"02872","ZCTA5 02872",0,0,0,0
"02873","ZCTA5 02873",0,0,0,0
"02874","ZCTA5 02874",313,442,427,487
"02875","ZCTA5 02875",0,0,0,0
"02876","ZCTA5 02876",0,0,0,0
"02878","ZCTA5 02878",751,588,692,361
"02879","ZCTA5 02879",980,1355,1061,621
"02881","ZCTA5 02881",11,36,68,128
"02882","ZCTA5 02882",222,216,483,368
"02885","ZCTA5 02885",400,397,426,267
"02886","ZCTA5 02886",1391,2100,1305,1049
"02888","ZCTA5 02888",1014,622,1150,690
"02889","ZCTA5 02889",1048,1490,1224,827
"02891","ZCTA5 02891",515,672,686,677
"02892","ZCTA5 02892",483,293,417,252
"02893","ZCTA5 02893",1352,1475,1547,511
"02894","ZCTA5 02894",0,0,17,16
"02895","ZCTA5 02895",3104,2633,2717,1532
"02896","ZCTA5 02896",611,463,638,521
"02898","ZCTA5 02898",54,16,90,37
"02903","ZCTA5 02903",168,62,46,5
"02904","ZCTA5 02904",1981,1448,2749,1193
"02905","ZCTA5 02905",1555,1513,1576,700
"02906","ZCTA5 02906",1127,763,962,512
"02907","ZCTA5 02907",1376,2320,2157,1971
"02908","ZCTA5 02908",2699,2365,1988,1460
"02909","ZCTA5 02909",3014,3670,3571,1855
"02910","ZCTA5 02910",1237,1231,1395,907
"02911","ZCTA5 02911",741,376,765,336
"02912","ZCTA5 02912",0,0,0,43
"02914","ZCTA5 02914",1052,803,1024,561
"02915","ZCTA5 02915",1282,412,782,379
"02916","ZCTA5 02916",497,511,438,187
"02917","ZCTA5 02917",299,610,978,603
"02918","ZCTA5 02918",0,0,0,6
"02919","ZCTA5 02919",2081,1553,1360,707
"02920","ZCTA5 02920",1909,2208,2063,1003
"02921","ZCTA5 02921",600,574,839,347
"03031","ZCTA5 03031",739,524,851,537
"03032","ZCTA5 03032",235,426,327,234
"03033","ZCTA5 03033",259,391,438,304
"03034","ZCTA5 03034",196,192,76,102
"03036","ZCTA5 03036",326,181,268,209
"03037","ZCTA5 03037",166,417,226,144
"03038","ZCTA5 03038",1857,1733,1659,1750
"03042","ZCTA5 03042",450,399,213,183
"03043","ZCTA5 03043",73,64,94,38
"03044","ZCTA5 03044",175,265,264,218
"03045","ZCTA5 03045",641,738,750,317
"03046","ZCTA5 03046",174,196,200,101
"03047","ZCTA5 03047",87,74,117,74
"03048","ZCTA5 03048",222,212,204,49
"03049","ZCTA5 03049",504,567,280,422
"03051","ZCTA5 03051",896,1078,1613,1213
"03052","ZCTA5 03052",342,549,712,393
"03053","ZCTA5 03053",1319,1268,1511,1299
"03054","ZCTA5 03054",1624,1524,2115,937
"03055","ZCTA5 03055",1073,762,1068,720
"03057","ZCTA5 03057",146,164,154,100
"03060","ZCTA5 03060",2025,1434,1665,1207
"03062","ZCTA5 03062",2124,1247,1159,900
"03063","ZCTA5 03063",601,855,1018,542
"03064","ZCTA5 03064",569,612,909,398
"03070","ZCTA5 03070",211,327,655,390
"03071","ZCTA5 03071",390,629,278,216
"03076","ZCTA5 03076",574,836,1091,512
"03077","ZCTA5 03077",495,322,762,489
"03079","ZCTA5 03079",1187,1429,1585,985
"03082","ZCTA5 03082",110,65,92,24
"03084","ZCTA5 03084",66,55,75,16
"03086","ZCTA5 03086",225,240,146,172
"03087","ZCTA5 03087",903,1076,1355,873
"03101","ZCTA5 03101",53,60,92,33
"03102","ZCTA5 03102",1692,1647,1269,845
"03103","ZCTA5 03103",1662,2100,2245,1396
"03104","ZCTA5 03104",2020,1870,1683,985
"03106","ZCTA5 03106",628,763,608,643
"03109","ZCTA5 03109",368,347,499,231
"03110","ZCTA5 03110",1009,1637,1900,1367
"03215","ZCTA5 03215",13,8,18,0
"03216","ZCTA5 03216",106,61,87,53
"03217","ZCTA5 03217",167,130,149,92
"03218","ZCTA5 03218",52,90,96,2
"03220","ZCTA5 03220",226,340,466,364
"03221","ZCTA5 03221",105,123,125,101
"03222","ZCTA5 03222",184,574,262,166
"03223","ZCTA5 03223",34,174,241,138
"03224","ZCTA5 03224",85,96,126,140
"03225","ZCTA5 03225",140,251,283,130
"03226","ZCTA5 03226",50,74,20,20
"03227","ZCTA5 03227",48,20,43,23
"03229","ZCTA5 03229",267,387,326,138
"03230","ZCTA5 03230",62,95,104,55
"03231","ZCTA5 03231",0,0,0,0
"03233","ZCTA5 03233",0,0,0,0
"03234","ZCTA5 03234",119,273,199,148
"03235","ZCTA5 03235",362,452,415,332
"03237","ZCTA5 03237",158,31,75,158
"03238","ZCTA5 03238",0,0,0,0
"03240","ZCTA5 03240",82,75,85,26
"03241","ZCTA5 03241",39,43,45,37
"03242","ZCTA5 03242",278,332,284,103
"03243","ZCTA5 03243",23,18,53,22
"03244","ZCTA5 03244",332,466,590,338
"03245","ZCTA5 03245",101,58,98,4
"03246","ZCTA5 03246",765,525,986,753
"03249","ZCTA5 03249",485,310,657,129
"03251","ZCTA5 03251",46,51,129,40
"03253","ZCTA5 03253",78,64,424,315
"03254","ZCTA5 03254",116,238,175,89
"03255","ZCTA5 03255",108,114,75,102
"03256","ZCTA5 03256",51,110,165,36
"03257","ZCTA5 03257",166,235,142,90
"03258","ZCTA5 03258",134,128,176,106
"03259","ZCTA5 03259",0,6,5,0
"03260","ZCTA5 03260",44,35,55,0
"03261","ZCTA5 03261",406,268,316,198
"03262","ZCTA5 03262",14,51,63,44
"03263","ZCTA5 03263",140,158,406,96
"03264","ZCTA5 03264",111,213,276,248
"03266","ZCTA5 03266",76,98,77,70
"03268","ZCTA5 03268",31,30,181,45
"03269","ZCTA5 03269",111,54,291,71
"03273","ZCTA5 03273",4,19,3,3
"03275","ZCTA5 03275",553,920,780,509
"03276","ZCTA5 03276",354,472,632,372
"03278","ZCTA5 03278",83,169,152,165
"03279","ZCTA5 03279",29,53,37,18
"03280","ZCTA5 03280",44,45,54,8
"03281","ZCTA5 03281",363,455,621,544
"03282","ZCTA5 03282",125,51,58,15
"03284","ZCTA5 03284",31,77,4,37
"03285","ZCTA5 03285",111,154,199,64
"03287","ZCTA5 03287",84,58,63,33
"03290","ZCTA5 03290",306,413,312,146
"03291","ZCTA5 03291",0,0,0,0
"03293","ZCTA5 03293",4,5,0,0
"03301","ZCTA5 03301",1574,1516,1497,1141
"03303","ZCTA5 03303",789,1000,942,570
"03304","ZCTA5 03304",653,569,609,267
"03307","ZCTA5 03307",211,63,364,309
"03431","ZCTA5 03431",982,963,943,770
"03440","ZCTA5 03440",114,187,182,57
"03441","ZCTA5 03441",60,0,39,45
"03442","ZCTA5 03442",121,131,55,36
"03443","ZCTA5 03443",23,0,0,0
"03444","ZCTA5 03444",71,64,147,65
"03445","ZCTA5 03445",39,28,16,12
"03446","ZCTA5 03446",181,344,437,188
"03447","ZCTA5 03447",74,77,118,49
"03448","ZCTA5 03448",41,39,9,27
"03449","ZCTA5 03449",44,64,87,62
"03450","ZCTA5 03450",47,57,39,5
"03451","ZCTA5 03451",93,239,157,90
"03452","ZCTA5 03452",147,383,504,272
"03455","ZCTA5 03455",213,22,104,170
"03456","ZCTA5 03456",35,42,92,21
"03457","ZCTA5 03457",34,46,54,32
"03458","ZCTA5 03458",259,266,333,420
"03461","ZCTA5 03461",413,342,414,129
"03462","ZCTA5 03462",61,168,138,67
"03464","ZCTA5 03464",62,56,50,16
"03465","ZCTA5 03465",128,92,160,54
"03466","ZCTA5 03466",86,40,88,20
"03467","ZCTA5 03467",73,121,89,36
"03470","ZCTA5 03470",317,274,234,178
"03561","ZCTA5 03561",321,200,182,246
"03570","ZCTA5 03570",408,451,480,295
"03574","ZCTA5 03574",91,162,74,71
"03575","ZCTA5 03575",0,0,0,0
"03576","ZCTA5 03576",68,110,93,104
"03579","ZCTA5 03579",14,3,28,7
"03580","ZCTA5 03580",36,35,87,44
"03581","ZCTA5 03581",58,46,150,112
"03582","ZCTA5 03582",128,124,122,137
"03583","ZCTA5 03583",27,50,36,17
"03584","ZCTA5 03584",167,188,203,61
"03585","ZCTA5 03585",97,83,108,209
"03586","ZCTA5 03586",5,19,28,17
"03588","ZCTA5 03588",58,58,100,91
"03590","ZCTA5 03590",107,26,25,54
"03592","ZCTA5 03592",9,33,24,3
"03593","ZCTA5 03593",5,25,9,16
"03595","ZCTA5 03595",8,25,26,10
"03597","ZCTA5 03597",6,22,26,0
"03598","ZCTA5 03598",113,96,310,64
"03601","ZCTA5 03601",6,38,115,4
"03602","ZCTA5 03602",113,121,95,67
"03603","ZCTA5 03603",319,349,162,187
"03604","ZCTA5 03604",0,0,0,0
"03605","ZCTA5 03605",34,54,32,38
"03607","ZCTA5 03607",14,31,3,0
"03608","ZCTA5 03608",231,157,278,97
"03609","ZCTA5 03609",5,18,14,99
"03740","ZCTA5 03740",26,56,85,40
"03741","ZCTA5 03741",101,122,353,50
"03743","ZCTA5 03743",656,764,816,396
"03745","ZCTA5 03745",79,82,60,18
"03748","ZCTA5 03748",305,152,93,21
"03750","ZCTA5 03750",100,196,114,48
"03751","ZCTA5 03751",0,5,4,0
"03752","ZCTA5 03752",46,60,63,58
"03753","ZCTA5 03753",38,270,205,219
"03755","ZCTA5 03755",214,295,349,350
"03765","ZCTA5 03765",0,0,21,105
"03766","ZCTA5 03766",607,379,450,190
"03768","ZCTA5 03768",38,76,135,64
"03770","ZCTA5 03770",13,9,57,43
"03771","ZCTA5 03771",20,105,18,29
"03773","ZCTA5 03773",352,256,305,359
"03774","ZCTA5 03774",28,57,107,17
"03777","ZCTA5 03777",49,35,60,40
"03779","ZCTA5 03779",27,68,64,57
"03780","ZCTA5 03780",37,23,1,0
"03781","ZCTA5 03781",199,81,92,30
"03782","ZCTA5 03782",38,100,171,67
"03784","ZCTA5 03784",95,154,112,87
"03785","ZCTA5 03785",179,72,138,47
"03801","ZCTA5 03801",930,1387,670,462
"03809","ZCTA5 03809",195,158,179,30
"03810","ZCTA5 03810",27,120,55,76
"03811","ZCTA5 03811",281,221,232,246
"03812","ZCTA5 03812",3,0,41,0
"03813","ZCTA5 03813",202,77,140,98
"03814","ZCTA5 03814",235,93,155,35
"03816","ZCTA5 03816",102,83,109,94
"03817","ZCTA5 03817",76,57,224,33
"03818","ZCTA5 03818",113,237,159,70
"03819","ZCTA5 03819",212,231,386,63
"03820","ZCTA5 03820",1587,1263,1524,1178
"03823","ZCTA5 03823",132,79,232,164
"03824","ZCTA5 03824",259,476,490,367
"03825","ZCTA5 03825",590,681,628,278
"03826","ZCTA5 03826",405,244,139,54
"03827","ZCTA5 03827",71,210,165,109
"03830","ZCTA5 03830",97,73,48,0
"03832","ZCTA5 03832",11,11,6,6
"03833","ZCTA5 03833",763,1370,1476,677
"03835","ZCTA5 03835",495,324,424,105
"03836","ZCTA5 03836",44,46,59,37
"03837","ZCTA5 03837",65,20,216,6
"03838","ZCTA5 03838",45,40,38,0
"03839","ZCTA5 03839",117,354,310,159
"03840","ZCTA5 03840",158,283,234,108
"03841","ZCTA5 03841",285,238,377,204
"03842","ZCTA5 03842",476,684,625,439
"03844","ZCTA5 03844",35,157,152,94
"03845","ZCTA5 03845",0,35,25,0
"03846","ZCTA5 03846",70,0,32,34
"03847","ZCTA5 03847",0,21,0,0
"03848","ZCTA5 03848",80,249,344,323
"03849","ZCTA5 03849",73,78,102,165
"03850","ZCTA5 03850",0,0,0,0
"03851","ZCTA5 03851",160,331,230,146
"03852","ZCTA5 03852",14,0,9,0
"03853","ZCTA5 03853",6,12,12,12
"03854","ZCTA5 03854",40,41,31,54
"03855","ZCTA5 03855",212,101,48,111
"03856","ZCTA5 03856",68,112,132,56
"03857","ZCTA5 03857",556,424,339,222
"03858","ZCTA5 03858",213,146,331,157
"03860","ZCTA5 03860",24,89,121,76
"03861","ZCTA5 03861",321,399,238,173
"03862","ZCTA5 03862",45,100,370,320
"03864","ZCTA5 03864",68,53,43,69
"03865","ZCTA5 03865",530,466,428,156
"03867","ZCTA5 03867",940,869,1533,672
"03868","ZCTA5 03868",258,447,253,174
"03869","ZCTA5 03869",121,109,74,50
"03870","ZCTA5 03870",111,205,384,210
"03871","ZCTA5 03871",0,0,61,22
"03872","ZCTA5 03872",153,164,208,115
"03873","ZCTA5 03873",389,264,542,346
"03874","ZCTA5 03874",251,358,334,267
"03875","ZCTA5 03875",31,136,2,64
"03878","ZCTA5 03878",400,386,912,598
"03882","ZCTA5 03882",122,79,107,51
"03883","ZCTA5 03883",37,0,75,65
"03884","ZCTA5 03884",180,278,166,134
"03885","ZCTA5 03885",508,646,345,313
"03886","ZCTA5 03886",0,104,43,25
"03887","ZCTA5 03887",120,83,121,75
"03890","ZCTA5 03890",0,18,0,0
"03894","ZCTA5 03894",31,323,481,278
"03897","ZCTA5 03897",0,0,0,0
"03901","ZCTA5 03901",521,515,609,351
"03902","ZCTA5 03902",148,129,136,112
"03903","ZCTA5 03903",317,366,316,183
"03904","ZCTA5 03904",233,430,293,162
"03905","ZCTA5 03905",24,56,119,42
"03906","ZCTA5 03906",413,210,401,246
"03907","ZCTA5 03907",0,0,20,57
"03908","ZCTA5 03908",400,375,690,432
"03909","ZCTA5 03909",500,449,794,419
"03910","ZCTA5 03910",0,0,0,0
"03911","ZCTA5 03911",0,0,0,0
"04001","ZCTA5 04001",103,71,126,49
"04002","ZCTA5 04002",317,213,265,218
"04003","ZCTA5 04003",0,0,0,0
"04005","ZCTA5 04005",928,954,1210,922
"04006","ZCTA5 04006",0,0,0,0
"04008","ZCTA5 04008",180,290,84,38
"04009","ZCTA5 04009",114,316,195,213
"04010","ZCTA5 04010",183,114,43,121
"04011","ZCTA5 04011",1348,1058,752,863
"04015","ZCTA5 04015",129,214,132,44
"04017","ZCTA5 04017",14,15,44,28
"04019","ZCTA5 04019",0,0,0,0
"04020","ZCTA5 04020",90,79,116,61
"04021","ZCTA5 04021",502,603,562,269
"04022","ZCTA5 04022",41,80,38,18
"04024","ZCTA5 04024",0,14,36,18
"04027","ZCTA5 04027",222,697,546,225
"04029","ZCTA5 04029",111,155,124,64
"04030","ZCTA5 04030",166,233,242,67
"04032","ZCTA5 04032",691,435,395,255
"04037","ZCTA5 04037",176,166,219,209
"04038","ZCTA5 04038",629,1214,1797,467
"04039","ZCTA5 04039",419,374,275,411
"04040","ZCTA5 04040",151,107,71,41
"04041","ZCTA5 04041",78,83,137,59
"04042","ZCTA5 04042",334,165,129,210
"04043","ZCTA5 04043",425,547,791,326
"04046","ZCTA5 04046",389,226,315,166
"04047","ZCTA5 04047",134,128,151,61
"04048","ZCTA5 04048",145,207,179,100
"04049","ZCTA5 04049",152,200,169,48
"04050","ZCTA5 04050",4,19,14,23
"04051","ZCTA5 04051",15,16,89,68
"04055","ZCTA5 04055",193,110,266,15
"04056","ZCTA5 04056",0,17,0,0
"04057","ZCTA5 04057",14,0,7,16
"04061","ZCTA5 04061",305,238,345,88
"04062","ZCTA5 04062",949,1246,1033,389
"04063","ZCTA5 04063",0,0,0,0
"04064","ZCTA5 04064",122,316,144,51
"04066","ZCTA5 04066",0,0,0,62
"04068","ZCTA5 04068",84,36,99,29
"04069","ZCTA5 04069",109,90,50,69
"04071","ZCTA5 04071",300,142,356,127
"04072","ZCTA5 04072",909,817,1168,610
"04073","ZCTA5 04073",792,1123,1182,702
"04074","ZCTA5 04074",648,1094,1281,680
"04076","ZCTA5 04076",190,215,148,104
"04079","ZCTA5 04079",61,111,162,82
"04083","ZCTA5 04083",387,324,137,179
"04084","ZCTA5 04084",254,298,247,201
"04085","ZCTA5 04085",44,278,260,211
"04086","ZCTA5 04086",542,378,571,383
"04087","ZCTA5 04087",79,102,64,151
"04088","ZCTA5 04088",16,22,46,42
"04090","ZCTA5 04090",591,381,534,453
"04091","ZCTA5 04091",32,28,18,15
"04092","ZCTA5 04092",1178,999,921,698
"04093","ZCTA5 04093",209,199,606,381
"04095","ZCTA5 04095",44,56,47,45
"04096","ZCTA5 04096",443,518,562,743
"04097","ZCTA5 04097",269,269,187,214
"04101","ZCTA5 04101",539,468,295,178
"04102","ZCTA5 04102",994,707,694,482
"04103","ZCTA5 04103",1492,1687,1773,1158
"04105","ZCTA5 04105",721,860,952,492
"04106","ZCTA5 04106",1299,955,1103,789
"04107","ZCTA5 04107",447,703,664,413
"04108","ZCTA5 04108",24,7,29,16
"04109","ZCTA5 04109",3,0,0,0
"04110","ZCTA5 04110",98,97,108,36
"04210","ZCTA5 04210",1052,1202,1822,866
"04216","ZCTA5 04216",32,21,33,6
"04217","ZCTA5 04217",140,152,65,118
"04219","ZCTA5 04219",42,94,46,42
"04220","ZCTA5 04220",207,311,294,93
"04221","ZCTA5 04221",39,89,70,58
"04222","ZCTA5 04222",276,242,222,117
"04224","ZCTA5 04224",105,187,147,61
"04226","ZCTA5 04226",0,0,0,0
"04227","ZCTA5 04227",0,6,0,0
"04231","ZCTA5 04231",0,12,4,8
"04234","ZCTA5 04234",0,0,0,0
"04236","ZCTA5 04236",270,228,294,193
"04237","ZCTA5 04237",14,17,7,4
"04238","ZCTA5 04238",10,73,99,57
"04239","ZCTA5 04239",96,72,177,141
"04240","ZCTA5 04240",2506,2427,1888,1370
"04250","ZCTA5 04250",279,477,299,130
"04252","ZCTA5 04252",269,163,358,146
"04253","ZCTA5 04253",58,34,108,27
"04254","ZCTA5 04254",260,120,213,158
"04255","ZCTA5 04255",14,20,19,19
"04256","ZCTA5 04256",36,179,493,182
"04257","ZCTA5 04257",65,163,184,156
"04258","ZCTA5 04258",59,50,183,175
"04259","ZCTA5 04259",115,210,147,198
"04260","ZCTA5 04260",181,236,476,423
"04261","ZCTA5 04261",4,10,9,2
"04263","ZCTA5 04263",155,188,248,66
"04265","ZCTA5 04265",14,26,31,23
"04267","ZCTA5 04267",0,0,0,0
"04268","ZCTA5 04268",58,305,189,319
"04270","ZCTA5 04270",296,242,288,248
"04271","ZCTA5 04271",0,0,0,0
"04274","ZCTA5 04274",462,273,314,269
"04275","ZCTA5 04275",0,3,28,19
"04276","ZCTA5 04276",238,280,245,158
"04280","ZCTA5 04280",325,561,240,167
"04281","ZCTA5 04281",306,343,337,92
"04282","ZCTA5 04282",47,326,278,326
"04284","ZCTA5 04284",20,66,87,12
"04285","ZCTA5 04285",26,46,25,7
"04286","ZCTA5 04286",0,0,0,0
"04287","ZCTA5 04287",256,168,132,59
"04289","ZCTA5 04289",114,75,53,21
"04290","ZCTA5 04290",46,91,103,31
"04292","ZCTA5 04292",69,68,38,21
"04294","ZCTA5 04294",287,219,286,211
"04330","ZCTA5 04330",1505,1500,1169,841
"04341","ZCTA5 04341",0,0,0,0
"04342","ZCTA5 04342",89,92,99,30
"04344","ZCTA5 04344",234,209,169,111
"04345","ZCTA5 04345",389,650,501,484
"04346","ZCTA5 04346",55,35,80,87
"04347","ZCTA5 04347",45,79,82,89
"04348","ZCTA5 04348",255,268,322,137
"04349","ZCTA5 04349",58,59,59,34
"04350","ZCTA5 04350",112,154,158,141
"04351","ZCTA5 04351",123,178,119,89
"04352","ZCTA5 04352",60,138,104,89
"04353","ZCTA5 04353",136,130,130,80
"04354","ZCTA5 04354",58,63,87,60
"04355","ZCTA5 04355",91,174,148,128
"04357","ZCTA5 04357",265,183,157,243
"04358","ZCTA5 04358",352,216,234,188
"04359","ZCTA5 04359",0,0,1,0
"04360","ZCTA5 04360",26,64,36,3
"04363","ZCTA5 04363",57,202,182,113
"04364","ZCTA5 04364",348,276,574,245
"04401","ZCTA5 04401",1828,2674,2397,1369
"04406","ZCTA5 04406",21,25,11,15
"04408","ZCTA5 04408",4,19,6,13
"04410","ZCTA5 04410",44,61,55,65
"04411","ZCTA5 04411",59,62,111,97
"04412","ZCTA5 04412",516,443,552,333
"04413","ZCTA5 04413",5,0,22,19
"04414","ZCTA5 04414",18,34,79,46
"04415","ZCTA5 04415",2,30,39,23
"04416","ZCTA5 04416",431,376,155,92
"04417","ZCTA5 04417",8,31,11,18
"04418","ZCTA5 04418",119,65,116,73
"04419","ZCTA5 04419",145,172,160,88
"04421","ZCTA5 04421",13,21,50,49
"04422","ZCTA5 04422",38,87,78,42
"04424","ZCTA5 04424",40,31,61,24
"04426","ZCTA5 04426",329,284,206,134
"04427","ZCTA5 04427",225,278,155,72
"04428","ZCTA5 04428",196,164,90,131
"04429","ZCTA5 04429",277,348,156,205
"04430","ZCTA5 04430",67,70,105,109
"04431","ZCTA5 04431",0,9,9,0
"04434","ZCTA5 04434",20,43,39,129
"04435","ZCTA5 04435",15,28,36,39
"04438","ZCTA5 04438",54,71,71,50
"04441","ZCTA5 04441",11,110,37,16
"04442","ZCTA5 04442",0,0,0,0
"04443","ZCTA5 04443",115,124,87,74
"04444","ZCTA5 04444",454,727,810,444
"04448","ZCTA5 04448",90,89,94,27
"04449","ZCTA5 04449",44,57,22,61
"04450","ZCTA5 04450",41,100,42,69
"04451","ZCTA5 04451",16,5,0,0
"04453","ZCTA5 04453",73,68,39,11
"04454","ZCTA5 04454",0,0,0,0
"04455","ZCTA5 04455",27,73,63,67
"04456","ZCTA5 04456",209,165,183,61
"04457","ZCTA5 04457",238,283,230,43
"04459","ZCTA5 04459",5,5,75,14
"04460","ZCTA5 04460",8,88,63,34
"04461","ZCTA5 04461",169,169,128,119
"04462","ZCTA5 04462",62,262,34,148
"04463","ZCTA5 04463",43,141,121,99
"04464","ZCTA5 04464",42,22,16,33
"04468","ZCTA5 04468",406,319,329,346
"04469","ZCTA5 04469",0,0,0,16
"04471","ZCTA5 04471",6,40,59,20
"04472","ZCTA5 04472",97,73,85,10
"04473","ZCTA5 04473",244,237,204,111
"04474","ZCTA5 04474",154,101,205,215
"04475","ZCTA5 04475",26,25,16,17
"04476","ZCTA5 04476",27,73,49,20
"04478","ZCTA5 04478",0,0,0,10
"04479","ZCTA5 04479",37,10,70,43
"04481","ZCTA5 04481",37,19,24,20
"04485","ZCTA5 04485",14,6,13,0
"04487","ZCTA5 04487",19,9,22,16
"04488","ZCTA5 04488",58,69,81,75
"04489","ZCTA5 04489",54,0,0,0
"04490","ZCTA5 04490",14,7,7,4
"04491","ZCTA5 04491",2,3,0,9
"04492","ZCTA5 04492",0,12,19,0
"04493","ZCTA5 04493",125,43,92,58
"04495","ZCTA5 04495",0,12,11,11
"04496","ZCTA5 04496",310,159,190,72
